,carat,cut,color,clarity,depth,table,price,x,y,z
35210,0.33,0,5,1,62.2,56.0,891,4.45,4.42,2.76
35211,0.33,0,5,1,61.4,56.0,891,4.45,4.41,2.72
35212,0.35,2,3,1,62.1,54.0,892,4.53,4.57,2.82
35213,0.36,0,3,2,60.0,56.0,892,4.66,4.69,2.81
35214,0.32,0,1,2,61.2,55.0,892,4.4,4.45,2.71
35215,0.32,0,1,2,61.2,55.0,892,4.41,4.42,2.7
35216,0.3,0,2,1,60.8,56.0,892,4.35,4.36,2.65
35217,0.3,0,2,1,60.9,56.0,892,4.32,4.35,2.64
35218,0.41,3,4,2,62.6,62.0,892,4.7,4.76,2.96
35219,0.33,2,1,3,59.8,58.7,893,4.47,4.51,2.68
35220,0.33,2,1,3,62.3,56.0,893,4.4,4.44,2.75
35221,0.33,0,0,3,61.7,55.0,893,4.46,4.49,2.76
35222,0.33,0,2,2,61.9,55.0,893,4.43,4.46,2.75
35223,0.33,0,2,2,61.4,55.0,893,4.47,4.52,2.76
35224,0.33,0,2,2,61.3,55.0,893,4.46,4.48,2.74
35225,0.33,0,2,2,61.1,56.0,893,4.45,4.48,2.73
35226,0.33,0,2,2,61.7,54.0,893,4.46,4.49,2.76
35227,0.46,0,5,5,62.2,54.7,893,4.95,4.97,3.09
35228,0.27,0,0,1,62.4,56.0,893,4.15,4.12,2.58
35229,0.34,1,1,5,62.7,56.0,893,4.51,4.48,2.82
35230,0.34,3,4,2,64.0,57.0,893,4.43,4.38,2.82
35233,0.36,2,1,4,60.6,58.0,894,4.61,4.63,2.8
35234,0.41,0,5,3,60.7,57.0,894,4.81,4.84,2.93
35235,0.39,3,3,3,63.4,57.0,894,4.62,4.65,2.94
35236,0.39,0,2,4,60.9,56.0,894,4.68,4.75,2.87
35237,0.39,1,2,4,61.7,58.0,894,4.69,4.71,2.9
35238,0.43,2,1,6,63.4,56.0,894,4.82,4.8,3.05
35239,0.38,0,4,2,62.3,53.3,894,4.63,4.66,2.9
35240,0.37,1,2,5,59.2,61.0,894,4.69,4.63,2.76
35241,0.37,1,2,5,59.7,62.0,894,4.7,4.68,2.8
35242,0.37,1,2,5,60.5,59.0,894,4.67,4.62,2.81
35243,0.4,2,2,4,63.1,56.0,895,4.68,4.7,2.96
35244,0.39,2,2,4,63.7,57.0,895,4.63,4.67,2.96
35245,0.3,0,1,2,60.5,57.0,895,4.34,4.39,2.64
35246,0.34,0,3,2,62.5,53.0,895,4.47,4.49,2.8
35247,0.3,1,1,2,60.0,60.0,895,4.35,4.38,2.62
35248,0.3,2,3,1,62.9,58.0,895,4.21,4.25,2.66
35249,0.3,0,1,2,61.4,56.0,895,4.33,4.37,2.67
35250,0.3,0,1,2,61.2,57.0,895,4.33,4.36,2.66
35251,0.3,2,3,1,62.8,57.0,895,4.27,4.3,2.69
35252,0.3,2,3,1,63.0,53.0,895,4.24,4.3,2.69
35253,0.3,1,1,2,61.3,59.0,895,4.28,4.33,2.64
35254,0.3,3,3,1,63.5,55.0,895,4.26,4.28,2.71
35255,0.3,2,3,1,61.0,62.0,895,4.32,4.34,2.64
35256,0.4,0,1,3,61.1,57.0,895,4.77,4.79,2.92
35257,0.34,0,3,2,62.1,57.0,895,4.45,4.47,2.77
35258,0.3,0,3,1,62.1,55.0,895,4.31,4.35,2.69
35259,0.3,0,1,2,60.6,57.0,895,4.33,4.35,2.63
35260,0.3,1,3,1,60.0,59.0,895,4.32,4.34,2.6
35261,0.3,0,3,1,62.6,57.0,895,4.28,4.32,2.69
35262,0.3,3,3,1,63.8,55.0,895,4.24,4.28,2.72
35263,0.3,0,1,2,61.8,56.0,895,4.3,4.31,2.66
35264,0.34,0,3,2,62.1,55.0,895,4.46,4.49,2.78
35265,0.3,0,3,1,61.7,55.0,895,4.31,4.34,2.67
35266,0.3,0,3,1,60.9,57.0,895,4.29,4.32,2.62
35267,0.3,1,3,1,61.6,60.0,895,4.29,4.32,2.65
35268,0.3,2,3,1,62.8,57.0,895,4.28,4.32,2.7
35269,0.3,0,1,2,60.1,57.0,895,4.38,4.41,2.64
35270,0.3,0,1,2,61.5,57.0,895,4.33,4.35,2.67
35271,0.3,0,3,1,61.4,57.0,895,4.33,4.37,2.67
35272,0.3,0,3,1,62.0,56.0,895,4.3,4.31,2.67
35273,0.3,1,3,1,60.2,58.0,895,4.35,4.39,2.63
35274,0.32,0,2,2,61.9,56.0,895,4.41,4.44,2.74
35275,0.4,0,0,5,62.8,57.0,895,4.68,4.72,2.95
35276,0.39,0,2,4,62.5,57.0,895,4.66,4.69,2.92
35277,0.5,0,5,7,62.2,53.0,895,5.11,5.14,3.19
35278,0.5,0,6,6,62.3,55.0,895,5.07,5.11,3.17
35279,0.39,0,5,1,62.3,54.0,895,4.69,4.71,2.93
35280,0.35,1,5,6,62.5,58.0,472,4.49,4.53,2.82
35281,0.3,3,4,7,63.9,56.0,473,4.27,4.24,2.72
35282,0.3,1,4,7,60.9,59.0,473,4.35,4.32,2.64
35283,0.3,1,6,5,62.2,58.0,473,4.3,4.28,2.67
35284,0.3,1,6,5,61.6,61.0,473,4.33,4.28,2.65
35285,0.3,1,6,5,60.6,59.0,473,4.38,4.34,2.64
35286,0.3,2,6,5,63.4,57.0,473,4.26,4.22,2.69
35287,0.36,1,3,7,60.8,58.0,473,4.57,4.61,2.79
35288,0.3,2,4,5,60.9,61.0,473,4.32,4.35,2.64
35289,0.3,1,4,5,62.3,58.0,473,4.31,4.33,2.69
35290,0.36,1,3,7,62.4,58.0,473,4.56,4.58,2.85
35291,0.3,1,5,4,60.3,58.0,473,4.32,4.34,2.61
35292,0.3,2,4,5,62.7,59.0,473,4.22,4.26,2.66
35293,0.3,2,5,4,63.0,53.0,473,4.26,4.31,2.7
35294,0.3,1,4,5,62.5,59.0,473,4.23,4.28,2.66
35295,0.3,0,5,4,62.5,57.0,473,4.29,4.32,2.69
35296,0.3,1,4,5,61.8,60.0,473,4.26,4.31,2.65
35297,0.3,2,5,4,62.9,58.0,473,4.26,4.29,2.69
35298,0.3,2,5,4,60.8,59.0,473,4.3,4.32,2.62
35299,0.3,2,4,5,62.5,58.0,473,4.26,4.28,2.67
35300,0.3,1,5,4,61.7,58.0,473,4.27,4.32,2.65
35301,0.3,2,4,5,61.1,61.0,473,4.31,4.33,2.64
35302,0.3,3,4,5,63.5,54.0,473,4.27,4.3,2.72
35303,0.3,3,4,5,63.5,59.0,473,4.2,4.27,2.69
35304,0.3,0,5,4,61.0,56.0,473,4.35,4.37,2.66
35305,0.36,1,3,7,59.3,59.0,473,4.62,4.66,2.75
35306,0.3,0,5,4,62.5,54.0,473,4.29,4.32,2.69
35307,0.3,2,4,5,60.9,61.0,473,4.27,4.3,2.61
35308,0.3,2,5,4,60.4,58.0,473,4.34,4.4,2.64
35309,0.3,1,5,4,59.8,60.0,473,4.34,4.36,2.6
35310,0.4,2,4,5,63.1,62.0,895,4.75,4.66,2.97
35311,0.36,0,2,3,62.4,55.0,896,4.54,4.57,2.84
35312,0.36,0,2,3,61.5,56.0,896,4.58,4.61,2.82
35313,0.36,0,2,3,61.7,57.0,896,4.58,4.61,2.83
35314,0.37,0,1,3,61.8,54.0,896,4.61,4.64,2.86
35315,0.37,0,1,3,62.5,53.0,896,4.59,4.63,2.88
35317,0.4,0,4,6,61.8,57.0,896,4.75,4.77,2.94
35318,0.42,0,3,6,61.6,56.0,896,4.81,4.84,2.97
35320,0.31,2,2,2,62.4,60.0,897,4.28,4.31,2.68
35321,0.31,2,2,2,61.8,59.0,897,4.33,4.35,2.68
35322,0.31,0,2,2,61.8,56.0,897,4.34,4.36,2.69
35323,0.31,0,2,2,62.1,56.0,897,4.35,4.38,2.71
35324,0.31,2,2,2,62.4,57.0,897,4.3,4.32,2.69
35325,0.35,2,3,1,62.6,59.0,898,4.43,4.49,2.79
35326,0.33,2,3,1,62.6,55.0,898,4.41,4.44,2.77
35327,0.38,0,4,3,62.1,54.0,898,4.62,4.66,2.88
35328,0.4,3,0,4,63.2,56.0,898,4.69,4.74,2.98
35329,0.4,0,1,4,62.1,55.0,898,4.75,4.79,2.96
35330,0.33,0,1,3,60.7,55.0,898,4.49,4.5,2.73
35331,0.32,0,2,2,62.0,55.0,898,4.41,4.43,2.74
35332,0.34,0,3,4,61.3,55.0,898,4.52,4.55,2.78
35333,0.32,0,1,4,61.6,55.0,898,4.43,4.46,2.74
35334,0.32,0,1,4,61.0,57.0,898,4.4,4.42,2.69
35335,0.32,0,1,4,61.4,56.0,898,4.42,4.44,2.72
35336,0.32,0,3,1,61.7,57.0,898,4.39,4.42,2.72
35337,0.32,0,3,1,61.4,55.0,898,4.42,4.44,2.72
35338,0.32,0,3,1,61.8,55.0,898,4.38,4.42,2.72
35339,0.42,1,4,6,60.9,58.0,898,4.85,4.84,2.95
35340,0.42,1,4,6,62.1,59.0,898,4.81,4.78,2.98
35341,0.42,0,4,6,62.2,57.0,898,4.8,4.78,2.98
35342,0.42,0,4,6,62.9,57.0,898,4.84,4.76,3.02
35343,0.42,2,4,6,63.2,58.0,898,4.79,4.77,3.02
35344,0.42,0,4,6,62.7,56.0,898,4.78,4.76,2.99
35345,0.42,2,4,6,63.1,57.0,898,4.78,4.76,3.01
35346,0.38,1,2,6,62.7,58.0,898,4.62,4.6,2.89
35347,0.38,0,1,6,61.9,55.0,898,4.7,4.64,2.89
35348,0.38,1,1,6,61.2,59.0,898,4.67,4.64,2.85
35349,0.42,1,4,6,62.0,59.0,898,4.79,4.76,2.96
35350,0.42,0,4,6,62.4,57.0,898,4.79,4.76,2.98
35351,0.42,1,4,6,59.5,57.0,898,5.11,4.78,2.94
35352,0.42,0,1,7,62.4,55.0,898,4.81,4.77,2.99
35353,0.42,0,1,7,62.9,56.0,898,4.8,4.77,3.01
35354,0.42,0,0,7,62.4,57.0,898,4.81,4.78,2.99
35355,0.42,1,0,7,62.1,59.0,898,4.82,4.78,2.98
35356,0.42,1,0,7,60.1,58.0,898,4.88,4.83,2.92
35357,0.42,1,0,7,60.0,61.0,898,4.89,4.85,2.92
35358,0.42,1,0,7,60.8,59.0,898,4.83,4.77,2.92
35359,0.38,1,5,4,59.9,60.0,898,4.72,4.66,2.81
35360,0.38,1,5,4,61.3,60.0,898,4.65,4.62,2.84
35361,0.38,1,4,5,61.8,58.0,898,4.66,4.63,2.87
35362,0.38,0,4,5,62.8,55.0,898,4.66,4.64,2.92
35363,0.38,1,4,5,60.5,59.0,898,4.69,4.66,2.83
35364,0.38,1,4,5,60.6,58.0,898,4.7,4.68,2.84
35365,0.38,1,4,5,60.9,60.0,898,4.67,4.62,2.83
35366,0.38,1,4,5,63.0,56.0,898,4.61,4.57,2.89
35367,0.38,0,4,5,62.8,56.0,898,4.62,4.59,2.89
35368,0.38,1,2,6,60.4,58.0,898,4.72,4.68,2.84
35369,0.41,1,3,4,62.5,59.0,899,4.73,4.77,2.97
35370,0.41,2,3,4,62.7,57.0,899,4.74,4.77,2.98
35371,0.41,1,3,4,62.6,58.0,899,4.7,4.75,2.96
35372,0.41,0,3,4,61.7,57.0,899,4.78,4.81,2.96
35373,0.41,2,3,4,62.4,57.0,899,4.71,4.74,2.95
35374,0.41,0,3,4,60.8,57.0,899,4.8,4.84,2.93
35375,0.41,0,3,4,62.4,57.0,899,4.7,4.75,2.95
35376,0.41,2,3,4,60.5,57.0,899,4.81,4.85,2.92
35377,0.41,0,4,3,62.0,56.0,899,4.74,4.78,2.95
35378,0.41,0,3,4,61.5,56.0,899,4.77,4.79,2.94
35379,0.41,1,3,4,61.9,58.0,899,4.75,4.78,2.95
35380,0.41,2,3,4,61.5,58.0,899,4.76,4.8,2.94
35381,0.41,0,3,4,61.6,57.0,899,4.74,4.77,2.93
35382,0.41,2,3,4,60.0,61.0,899,4.77,4.86,2.89
35383,0.41,2,3,4,60.7,58.0,899,4.79,4.83,2.92
35384,0.41,1,3,4,60.2,59.0,899,4.79,4.84,2.9
35385,0.41,0,3,4,61.4,55.0,899,4.78,4.8,2.94
35386,0.41,1,3,4,62.1,60.0,899,4.72,4.78,2.95
35387,0.41,1,3,4,61.9,60.0,899,4.7,4.76,2.93
35388,0.41,0,3,4,61.9,57.0,899,4.76,4.81,2.96
35389,0.41,0,3,4,60.8,56.0,899,4.79,4.82,2.92
35390,0.41,2,3,4,62.3,56.0,899,4.77,4.8,2.98
35391,0.41,1,3,4,60.5,58.0,899,4.76,4.8,2.89
35392,0.41,0,4,3,62.5,56.0,899,4.74,4.77,2.97
35393,0.41,2,3,4,61.7,57.0,899,4.75,4.78,2.94
35394,0.41,2,4,3,62.2,58.0,899,4.71,4.74,2.94
35395,0.41,0,3,4,59.8,57.0,899,4.81,4.86,2.89
35396,0.38,3,2,5,62.4,54.3,899,4.6,4.65,2.89
35397,0.5,1,5,7,59.8,56.0,900,5.23,5.18,3.11
35398,0.4,2,4,2,60.5,59.0,900,4.73,4.76,2.87
35399,0.39,2,1,4,60.0,59.0,900,4.76,4.8,2.87
35400,0.41,0,3,5,61.6,54.0,900,4.81,4.84,2.97
35401,0.35,0,1,4,62.0,55.0,900,4.54,4.58,2.82
35402,0.32,0,2,4,61.9,56.0,900,4.4,4.35,2.71
35403,0.32,0,2,4,61.3,56.0,900,4.44,4.4,2.71
35404,0.32,0,2,4,61.9,56.0,900,4.4,4.36,2.71
35405,0.32,0,1,5,61.9,56.0,900,4.4,4.36,2.71
35406,0.32,0,1,5,61.3,57.0,900,4.45,4.42,2.72
35407,0.32,0,1,5,61.9,55.0,900,4.43,4.42,2.74
35408,0.32,1,1,5,60.5,55.0,900,4.49,4.43,2.7
35409,0.32,0,1,5,62.3,56.0,900,4.41,4.38,2.74
35410,0.32,0,1,5,62.1,55.0,900,4.42,4.4,2.74
35411,0.4,1,3,6,59.2,61.0,900,4.81,4.78,2.84
35412,0.4,1,3,6,61.6,59.0,900,4.72,4.66,2.89
35413,0.4,0,3,6,60.2,56.0,900,4.83,4.77,2.89
35414,0.32,0,1,5,62.0,57.0,900,4.41,4.39,2.73
35415,0.4,1,3,6,62.0,59.0,900,4.74,4.71,2.93
35416,0.4,2,3,6,60.0,63.0,900,4.8,4.76,2.87
35417,0.4,1,3,6,59.3,59.0,900,4.82,4.8,2.85
35418,0.4,1,3,6,61.4,60.0,900,4.71,4.67,2.88
35419,0.4,1,3,6,62.7,59.0,900,4.71,4.67,2.94
35420,0.4,1,3,6,62.0,59.0,900,4.72,4.7,2.92
35421,0.4,1,3,6,61.1,61.0,900,4.76,4.7,2.89
35422,0.4,1,3,6,62.8,60.0,900,4.7,4.66,2.94
35423,0.32,1,1,5,60.5,58.0,900,4.48,4.44,2.7
35424,0.32,1,1,5,61.0,59.0,900,4.45,4.44,2.71
35425,0.32,0,1,5,60.8,55.0,900,4.49,4.42,2.71
35426,0.32,0,1,5,61.7,56.0,900,4.44,4.41,2.73
35427,0.32,0,1,5,62.3,57.0,900,4.42,4.41,2.75
35428,0.32,1,1,5,61.2,59.0,900,4.43,4.4,2.7
35429,0.32,0,1,5,61.4,56.0,900,4.43,4.4,2.71
35430,0.32,0,1,5,61.8,55.0,900,4.43,4.4,2.73
35431,0.32,0,1,5,62.1,56.0,900,4.43,4.4,2.74
35432,0.32,0,1,5,62.1,54.0,900,4.42,4.4,2.74
35433,0.32,0,1,5,62.1,55.0,900,4.43,4.39,2.74
35434,0.32,0,1,5,62.0,55.0,900,4.46,4.38,2.74
35435,0.32,0,1,5,62.0,55.0,900,4.41,4.39,2.73
35436,0.32,1,1,5,60.5,59.0,900,4.43,4.39,2.67
35437,0.32,0,1,5,61.5,55.0,900,4.43,4.38,2.71
35438,0.32,0,1,5,62.0,54.0,900,4.41,4.37,2.72
35439,0.32,0,1,5,62.2,56.0,900,4.41,4.37,2.73
35440,0.32,1,1,5,61.7,58.0,900,4.41,4.38,2.71
35441,0.32,0,1,5,62.1,56.0,900,4.41,4.38,2.73
35442,0.32,0,1,5,62.6,53.0,900,4.38,4.37,2.74
35443,0.32,0,1,5,62.0,57.0,900,4.41,4.37,2.72
35444,0.32,0,1,5,62.3,54.0,900,4.4,4.37,2.73
35445,0.32,0,1,5,62.2,55.0,900,4.38,4.37,2.72
35446,0.32,0,1,5,61.7,55.0,900,4.42,4.36,2.71
35447,0.32,1,1,5,62.6,58.0,900,4.4,4.36,2.74
35448,0.32,0,1,5,62.1,55.0,900,4.4,4.36,2.72
35449,0.32,0,1,5,62.1,55.0,900,4.4,4.36,2.72
35450,0.32,0,1,5,62.9,56.0,900,4.39,4.36,2.75
35451,0.32,0,1,5,62.0,55.0,900,4.38,4.36,2.71
35452,0.32,0,1,5,62.7,55.0,900,4.38,4.36,2.74
35453,0.32,0,1,5,62.2,55.0,900,4.38,4.36,2.72
35454,0.32,0,1,5,62.8,54.0,900,4.38,4.35,2.74
35455,0.32,1,1,5,61.3,59.0,900,4.39,4.35,2.68
35456,0.32,0,1,5,61.9,56.0,900,4.4,4.35,2.71
35457,0.49,1,6,7,59.8,59.0,900,5.14,5.12,3.07
35458,0.32,0,1,5,61.6,55.0,900,4.42,4.41,2.72
35459,0.43,1,0,5,59.7,59.0,901,4.89,4.93,2.93
35460,0.33,1,2,3,62.3,60.0,901,4.43,4.4,2.75
35461,0.31,0,2,1,60.1,59.0,901,4.38,4.41,2.64
35462,0.31,0,2,1,61.1,55.0,901,4.41,4.43,2.7
35463,0.31,0,2,1,61.2,56.0,901,4.38,4.41,2.69
35464,0.31,0,2,1,61.6,56.0,901,4.35,4.38,2.69
35465,0.31,0,2,1,61.7,56.0,901,4.34,4.38,2.69
35466,0.31,0,2,1,61.9,54.0,901,4.38,4.41,2.72
35467,0.31,0,2,1,62.0,55.0,901,4.37,4.41,2.72
35468,0.31,0,2,1,61.7,56.0,901,4.38,4.41,2.71
35469,0.31,0,2,1,60.7,56.0,901,4.42,4.45,2.69
35470,0.33,0,4,2,62.5,56.0,901,4.44,4.42,2.77
35471,0.33,0,3,3,62.6,53.0,901,4.45,4.43,2.78
35472,0.33,1,3,3,61.5,62.0,901,4.43,4.39,2.71
35473,0.39,0,3,3,61.9,56.0,902,4.68,4.7,2.9
35474,0.39,0,3,3,60.7,55.0,902,4.75,4.78,2.89
35475,0.39,0,3,3,60.6,57.0,902,4.72,4.75,2.87
35476,0.42,0,1,5,60.9,57.0,902,4.85,4.87,2.96
35477,0.39,0,2,4,61.3,56.0,902,4.7,4.72,2.89
35478,0.39,0,2,4,61.6,57.0,902,4.7,4.72,2.9
35479,0.36,2,3,4,61.4,55.0,903,4.63,4.65,2.85
35480,0.38,0,4,2,61.2,57.0,903,4.65,4.67,2.85
35481,0.31,0,2,2,61.6,56.0,903,4.34,4.36,2.68
35482,0.31,0,1,2,61.0,57.0,903,4.39,4.37,2.67
35483,0.31,0,1,2,61.6,57.0,903,4.38,4.36,2.69
35484,0.43,3,3,6,63.6,55.0,903,4.83,4.79,3.06
35485,0.43,1,1,7,61.0,60.0,903,4.94,4.87,2.99
35487,0.43,2,3,6,63.1,58.0,903,4.79,4.75,3.01
35488,0.46,2,2,6,60.1,57.0,904,5.01,5.04,3.02
35489,0.38,3,1,2,62.4,64.0,904,4.59,4.61,2.87
35490,0.43,0,2,5,61.5,56.0,904,4.85,4.89,2.99
35491,0.4,0,1,5,60.9,56.0,904,4.78,4.81,2.92
35492,0.41,0,2,6,61.6,57.0,904,4.8,4.78,2.95
35493,0.41,2,2,6,63.3,58.0,904,4.74,4.71,2.99
35494,0.41,3,2,6,63.7,58.0,904,4.74,4.71,3.01
35495,0.41,0,2,6,63.0,56.0,904,4.78,4.71,2.99
35496,0.41,2,2,6,63.4,57.0,904,4.74,4.73,3.0
35497,0.41,2,2,6,63.1,59.0,904,4.75,4.7,2.98
35498,0.41,2,2,6,63.5,56.0,904,4.75,4.7,3.0
35499,0.41,1,1,6,61.2,59.0,904,4.82,4.78,2.94
35500,0.41,1,1,6,59.3,61.0,904,4.84,4.8,2.86
35501,0.41,0,1,6,61.4,57.0,904,4.8,4.78,2.94
35502,0.41,2,1,6,60.5,63.0,904,4.81,4.77,2.9
35503,0.41,0,1,6,61.8,56.0,904,4.78,4.77,2.95
35504,0.41,1,1,6,61.1,62.0,904,4.83,4.76,2.93
35505,0.41,1,1,6,61.5,61.0,904,4.78,4.75,2.93
35506,0.41,0,1,6,62.8,57.0,904,4.75,4.71,2.97
35507,0.41,3,1,6,63.6,58.0,904,4.74,4.72,3.01
35508,0.41,1,1,6,62.8,58.0,904,4.77,4.72,2.98
35509,0.41,2,1,6,63.1,57.0,904,4.78,4.73,3.0
35510,0.41,1,1,6,61.8,60.0,904,4.78,4.74,2.94
35511,0.41,3,1,6,63.6,56.0,904,4.73,4.7,3.0
35512,0.41,2,1,6,63.2,58.0,904,4.72,4.68,2.97
35513,0.4,0,4,3,61.4,55.7,905,4.72,4.77,2.92
35514,0.35,0,1,2,61.9,56.0,905,4.53,4.55,2.81
35515,0.35,0,1,2,61.8,56.0,905,4.5,4.53,2.79
35516,0.43,2,5,2,63.0,56.0,905,4.83,4.86,3.05
35517,0.43,0,5,2,62.2,57.0,905,4.81,4.84,3.0
35518,0.43,2,2,5,61.6,59.0,905,4.78,4.87,2.97
35519,0.43,0,2,5,61.1,56.0,905,4.88,4.91,2.99
35520,0.43,2,2,5,61.1,57.0,905,4.86,4.9,2.98
35521,0.43,2,2,5,61.0,57.0,905,4.84,4.87,2.96
35522,0.43,2,2,5,61.2,59.0,905,4.84,4.87,2.97
35523,0.43,2,2,5,61.3,59.0,905,4.81,4.84,2.96
35524,0.43,1,2,5,59.8,58.0,905,4.89,4.94,2.94
35525,0.32,0,4,2,61.3,56.0,905,4.42,4.45,2.72
35526,0.32,0,2,2,60.7,56.0,905,4.45,4.43,2.7
35527,0.3,0,0,2,61.9,57.0,905,4.27,4.29,2.65
35528,0.38,0,1,4,61.7,53.0,905,4.69,4.71,2.9
35529,0.46,0,1,6,62.0,54.0,905,4.97,4.99,3.09
35530,0.32,0,3,1,61.5,55.0,905,4.4,4.42,2.71
35531,0.32,0,3,1,61.3,56.0,905,4.4,4.44,2.71
35532,0.36,1,2,5,59.4,56.0,905,4.71,4.69,2.79
35533,0.3,1,3,2,62.4,59.0,905,4.31,4.25,2.67
35534,0.36,3,2,4,63.9,54.0,905,4.52,4.5,2.88
35535,0.34,1,2,4,60.0,59.0,905,4.59,4.55,2.74
35536,0.41,2,1,4,60.4,59.0,906,4.8,4.83,2.91
35537,0.38,2,2,5,61.9,54.6,906,4.64,4.68,2.89
35538,0.38,2,2,5,61.9,54.8,906,4.63,4.69,2.89
35539,0.34,0,2,2,61.4,55.0,906,4.53,4.56,2.79
35540,0.33,0,1,2,60.7,57.0,906,4.46,4.5,2.72
35541,0.33,0,1,2,62.2,54.0,906,4.46,4.48,2.78
35542,0.46,0,5,4,62.2,54.0,906,4.95,4.99,3.09
35543,0.35,0,2,5,62.1,57.0,906,4.55,4.53,2.82
35544,0.35,0,2,5,62.5,57.0,906,4.53,4.5,2.82
35545,0.35,1,2,5,61.1,62.0,906,4.54,4.5,2.76
35546,0.35,0,2,5,61.4,55.0,906,4.6,4.55,2.81
35547,0.35,1,4,3,62.7,58.0,906,4.5,4.46,2.81
35548,0.35,0,4,3,63.0,55.0,906,4.5,4.48,2.83
35549,0.35,1,4,3,62.5,58.0,906,4.51,4.48,2.81
35550,0.35,0,4,3,62.5,57.0,906,4.54,4.48,2.82
35551,0.35,1,4,3,61.9,58.0,906,4.54,4.5,2.8
35552,0.35,0,4,3,59.2,56.0,906,4.65,4.6,2.74
35553,0.35,0,3,4,62.6,54.0,906,4.56,4.52,2.84
35554,0.35,1,3,4,61.2,56.0,906,4.56,4.53,2.78
35555,0.35,1,3,4,60.7,61.0,906,4.58,4.54,2.77
35556,0.35,0,3,4,60.5,57.0,906,4.58,4.55,2.76
35557,0.35,1,3,4,62.9,58.0,906,4.49,4.48,2.82
35558,0.35,1,3,4,61.7,61.0,906,4.52,4.49,2.78
35559,0.35,1,3,4,62.3,59.0,906,4.53,4.49,2.81
35560,0.35,1,3,4,61.5,58.0,906,4.54,4.5,2.78
35561,0.35,0,3,4,61.9,55.0,906,4.53,4.51,2.8
35562,0.35,1,3,4,61.2,58.0,906,4.54,4.51,2.77
35563,0.35,0,3,4,62.5,55.0,906,4.55,4.51,2.83
35564,0.35,0,3,4,61.9,55.0,906,4.53,4.52,2.8
35565,0.35,0,3,4,62.1,56.0,906,4.56,4.52,2.82
35566,0.35,0,2,5,61.4,54.0,906,4.58,4.54,2.8
35567,0.35,0,2,5,62.3,55.0,906,4.56,4.53,2.83
35568,0.35,0,2,5,62.1,56.0,906,4.57,4.54,2.83
35569,0.35,0,2,5,61.4,54.0,906,4.58,4.54,2.8
35570,0.35,0,2,5,60.5,57.0,906,4.6,4.52,2.76
35571,0.35,1,2,5,61.5,59.0,906,4.55,4.53,2.79
35572,0.35,0,2,5,61.4,56.0,906,4.56,4.53,2.79
35573,0.35,1,2,5,61.4,59.0,906,4.56,4.53,2.79
35574,0.35,0,2,5,61.5,57.0,906,4.56,4.52,2.79
35575,0.35,0,2,5,60.8,57.0,906,4.56,4.52,2.76
35576,0.35,0,2,5,61.9,54.0,906,4.54,4.5,2.8
35577,0.35,1,2,5,62.0,59.0,906,4.55,4.51,2.81
35578,0.35,0,2,5,62.4,55.0,906,4.53,4.51,2.82
35579,0.35,0,2,5,62.4,57.0,906,4.51,4.5,2.81
35580,0.35,1,2,5,62.1,60.0,906,4.51,4.45,2.78
35581,0.35,0,2,5,62.2,55.0,906,4.53,4.48,2.8
35582,0.35,1,2,5,61.9,58.0,906,4.54,4.48,2.79
35583,0.35,0,2,5,62.6,56.0,906,4.52,4.49,2.82
35584,0.35,1,2,5,61.8,58.0,906,4.52,4.48,2.78
35585,0.35,0,0,5,60.5,56.0,907,4.63,4.6,2.79
35586,0.42,0,3,5,62.2,54.1,907,4.8,4.83,3.0
35587,0.41,2,0,6,63.4,56.0,907,4.76,4.73,3.01
35588,0.4,1,1,6,62.9,58.0,907,4.74,4.71,2.97
35589,0.4,0,1,6,62.5,57.0,907,4.74,4.7,2.95
35590,0.4,1,1,6,62.8,59.0,907,4.73,4.7,2.96
35591,0.4,1,1,6,62.8,59.0,907,4.7,4.67,2.94
35592,0.31,0,4,2,62.2,54.0,907,4.39,4.36,2.72
35593,0.31,1,4,2,60.5,58.0,907,4.43,4.4,2.67
35594,0.31,0,4,2,61.5,54.0,907,4.39,4.36,2.69
35595,0.31,1,4,2,60.6,59.0,907,4.38,4.36,2.65
35596,0.31,1,4,2,63.0,58.0,907,4.37,4.33,2.74
35597,0.31,0,4,2,62.7,54.0,907,4.38,4.33,2.73
35598,0.31,0,4,2,62.2,56.0,907,4.37,4.34,2.71
35599,0.31,0,4,2,61.5,56.0,907,4.38,4.34,2.68
35600,0.31,0,4,2,61.6,55.0,907,4.38,4.35,2.69
35601,0.31,1,4,2,62.1,58.0,907,4.36,4.33,2.7
35602,0.31,1,4,2,61.9,58.0,907,4.34,4.32,2.68
35603,0.31,1,4,2,61.8,58.0,907,4.34,4.3,2.67
35604,0.31,2,4,2,63.3,58.0,907,4.32,4.28,2.72
35605,0.31,1,4,2,62.6,58.0,907,4.33,4.29,2.7
35606,0.31,2,4,2,63.3,56.0,907,4.32,4.3,2.73
35607,0.31,2,4,2,63.1,57.0,907,4.31,4.25,2.7
35608,0.31,0,3,3,60.8,56.0,907,4.4,4.38,2.67
35609,0.31,1,3,3,60.5,58.0,907,4.43,4.39,2.67
35610,0.3,0,4,5,60.7,57.0,473,4.33,4.37,2.64
35611,0.3,2,4,5,61.1,61.0,473,4.29,4.32,2.63
35612,0.3,3,5,4,63.3,59.0,473,4.2,4.23,2.67
35613,0.3,1,5,4,59.1,59.0,473,4.35,4.38,2.58
